row_id,series_id,series,category,month,history_value,estimate_value,kind,value_class
R245,participants:P5,Cultural Arts participants,participants,2023-02,244.31,,HISTORY (SYNTHETIC),SYNTHETIC
R246,participants:P5,Cultural Arts participants,participants,2023-03,260.84,,HISTORY (SYNTHETIC),SYNTHETIC
R247,participants:P5,Cultural Arts participants,participants,2023-04,253.31,,HISTORY (SYNTHETIC),SYNTHETIC
R248,participants:P5,Cultural Arts participants,participants,2023-05,245.57,,HISTORY (SYNTHETIC),SYNTHETIC
R249,participants:P5,Cultural Arts participants,participants,2023-06,248.87,,HISTORY (SYNTHETIC),SYNTHETIC
R250,participants:P5,Cultural Arts participants,participants,2023-07,258.2,,HISTORY (SYNTHETIC),SYNTHETIC
R251,participants:P5,Cultural Arts participants,participants,2023-08,257.36,,HISTORY (SYNTHETIC),SYNTHETIC
R252,participants:P5,Cultural Arts participants,participants,2023-09,256.53,,HISTORY (SYNTHETIC),SYNTHETIC
R253,participants:P5,Cultural Arts participants,participants,2023-10,267.45,,HISTORY (SYNTHETIC),SYNTHETIC
R254,participants:P5,Cultural Arts participants,participants,2023-11,246.91,,HISTORY (SYNTHETIC),SYNTHETIC
R255,participants:P5,Cultural Arts participants,participants,2023-12,255.18,,HISTORY (SYNTHETIC),SYNTHETIC
R256,participants:P5,Cultural Arts participants,participants,2024-01,288.8,,HISTORY (SYNTHETIC),SYNTHETIC
R257,participants:P5,Cultural Arts participants,participants,2024-02,254.75,,HISTORY (SYNTHETIC),SYNTHETIC
R258,participants:P5,Cultural Arts participants,participants,2024-03,275.67,,HISTORY (SYNTHETIC),SYNTHETIC
R259,participants:P5,Cultural Arts participants,participants,2024-04,261.37,,HISTORY (SYNTHETIC),SYNTHETIC
R260,participants:P5,Cultural Arts participants,participants,2024-05,261.98,,HISTORY (SYNTHETIC),SYNTHETIC
R261,participants:P5,Cultural Arts participants,participants,2024-06,272.26,,HISTORY (SYNTHETIC),SYNTHETIC
R262,participants:P5,Cultural Arts participants,participants,2024-07,285.92,,HISTORY (SYNTHETIC),SYNTHETIC
R263,participants:P5,Cultural Arts participants,participants,2024-08,267.69,,HISTORY (SYNTHETIC),SYNTHETIC
R264,participants:P5,Cultural Arts participants,participants,2024-09,294.48,,HISTORY (SYNTHETIC),SYNTHETIC
R265,participants:P5,Cultural Arts participants,participants,2024-10,252.13,,HISTORY (SYNTHETIC),SYNTHETIC
R266,participants:P5,Cultural Arts participants,participants,2024-11,276.72,,HISTORY (SYNTHETIC),SYNTHETIC
R267,participants:P5,Cultural Arts participants,participants,2024-12,267.68,,HISTORY (SYNTHETIC),SYNTHETIC
R268,participants:P5,Cultural Arts participants,participants,2025-01,303.36,,HISTORY (SYNTHETIC),SYNTHETIC
R269,participants:P5,Cultural Arts participants,participants,2025-02,267.63,,HISTORY (SYNTHETIC),SYNTHETIC
R270,participants:P5,Cultural Arts participants,participants,2025-03,278.87,,HISTORY (SYNTHETIC),SYNTHETIC
R271,participants:P5,Cultural Arts participants,participants,2025-04,278.22,,HISTORY (SYNTHETIC),SYNTHETIC
R272,participants:P5,Cultural Arts participants,participants,2025-05,294.62,,HISTORY (SYNTHETIC),SYNTHETIC
R273,participants:P5,Cultural Arts participants,participants,2025-06,279.1,,HISTORY (SYNTHETIC),SYNTHETIC
R274,participants:P5,Cultural Arts participants,participants,2025-07,273.99,,HISTORY (SYNTHETIC),SYNTHETIC
R275,participants:P5,Cultural Arts participants,participants,2025-08,281.67,,HISTORY (SYNTHETIC),SYNTHETIC
R276,participants:P5,Cultural Arts participants,participants,2025-09,302.09,,HISTORY (SYNTHETIC),SYNTHETIC
R277,participants:P5,Cultural Arts participants,participants,2025-10,286.6,,HISTORY (SYNTHETIC),SYNTHETIC
R278,participants:P5,Cultural Arts participants,participants,2025-11,289.37,,HISTORY (SYNTHETIC),SYNTHETIC
R279,participants:P5,Cultural Arts participants,participants,2025-12,304.4,,HISTORY (SYNTHETIC),SYNTHETIC
R280,participants:P5,Cultural Arts participants,participants,2026-01,296.4,,HISTORY (SYNTHETIC),SYNTHETIC
R281,participants:P5,Cultural Arts participants,participants,2026-02,301.86,,HISTORY (SYNTHETIC),SYNTHETIC
R282,participants:P5,Cultural Arts participants,participants,2026-03,290.24,,HISTORY (SYNTHETIC),SYNTHETIC
R283,participants:P5,Cultural Arts participants,participants,2026-04,284.23,,HISTORY (SYNTHETIC),SYNTHETIC
R284,participants:P5,Cultural Arts participants,participants,2026-05,283.07,,HISTORY (SYNTHETIC),SYNTHETIC
R285,participants:P5,Cultural Arts participants,participants,2026-06,293.73,,HISTORY (SYNTHETIC),SYNTHETIC
R286,participants:P5,Cultural Arts participants,participants,2026-07,313.95,,HISTORY (SYNTHETIC),SYNTHETIC
R287,participants:P5,Cultural Arts participants,participants,2026-08,297.19,,HISTORY (SYNTHETIC),SYNTHETIC
R288,participants:P5,Cultural Arts participants,participants,2026-09,343.12,,HISTORY (SYNTHETIC),SYNTHETIC
R289,participants:P5,Cultural Arts participants,participants,2026-10,,301.57,MODEL ESTIMATE,MODEL ESTIMATE
R290,participants:P5,Cultural Arts participants,participants,2026-11,,301.92,MODEL ESTIMATE,MODEL ESTIMATE
R291,participants:P5,Cultural Arts participants,participants,2026-12,,304.48,MODEL ESTIMATE,MODEL ESTIMATE
R292,participants:P5,Cultural Arts participants,participants,2027-01,,325.87,MODEL ESTIMATE,MODEL ESTIMATE
R293,participants:P5,Cultural Arts participants,participants,2027-02,,304.97,MODEL ESTIMATE,MODEL ESTIMATE
R294,participants:P5,Cultural Arts participants,participants,2027-03,,314.23,MODEL ESTIMATE,MODEL ESTIMATE
R295,participants:P5,Cultural Arts participants,participants,2027-04,,307.11,MODEL ESTIMATE,MODEL ESTIMATE
R296,participants:P5,Cultural Arts participants,participants,2027-05,,309.14,MODEL ESTIMATE,MODEL ESTIMATE
R297,participants:P5,Cultural Arts participants,participants,2027-06,,311.32,MODEL ESTIMATE,MODEL ESTIMATE
R298,participants:P5,Cultural Arts participants,participants,2027-07,,320.84,MODEL ESTIMATE,MODEL ESTIMATE
R299,participants:P5,Cultural Arts participants,participants,2027-08,,313.81,MODEL ESTIMATE,MODEL ESTIMATE
R300,participants:P5,Cultural Arts participants,participants,2027-09,,336.88,MODEL ESTIMATE,MODEL ESTIMATE
R301,participants:P6,Community Events participants,participants,2022-10,1169.88,,HISTORY (SYNTHETIC),SYNTHETIC
R302,participants:P6,Community Events participants,participants,2022-11,1276.09,,HISTORY (SYNTHETIC),SYNTHETIC
R303,participants:P6,Community Events participants,participants,2022-12,1260.28,,HISTORY (SYNTHETIC),SYNTHETIC
R304,participants:P6,Community Events participants,participants,2023-01,1363.77,,HISTORY (SYNTHETIC),SYNTHETIC
R305,participants:P6,Community Events participants,participants,2023-02,1260.5,,HISTORY (SYNTHETIC),SYNTHETIC
R306,participants:P6,Community Events participants,participants,2023-03,1280.56,,HISTORY (SYNTHETIC),SYNTHETIC
R307,participants:P6,Community Events participants,participants,2023-04,1236.7,,HISTORY (SYNTHETIC),SYNTHETIC
R308,participants:P6,Community Events participants,participants,2023-05,1281.8,,HISTORY (SYNTHETIC),SYNTHETIC
R309,participants:P6,Community Events participants,participants,2023-06,1261.31,,HISTORY (SYNTHETIC),SYNTHETIC
R310,participants:P6,Community Events participants,participants,2023-07,1258.67,,HISTORY (SYNTHETIC),SYNTHETIC
R311,participants:P6,Community Events participants,participants,2023-08,1242.15,,HISTORY (SYNTHETIC),SYNTHETIC
R312,participants:P6,Community Events participants,participants,2023-09,1357.82,,HISTORY (SYNTHETIC),SYNTHETIC
R313,participants:P6,Community Events participants,participants,2023-10,1244.8,,HISTORY (SYNTHETIC),SYNTHETIC
R314,participants:P6,Community Events participants,participants,2023-11,1329.75,,HISTORY (SYNTHETIC),SYNTHETIC
R315,participants:P6,Community Events participants,participants,2023-12,1265.12,,HISTORY (SYNTHETIC),SYNTHETIC
R316,participants:P6,Community Events participants,participants,2024-01,1393.05,,HISTORY (SYNTHETIC),SYNTHETIC
R317,participants:P6,Community Events participants,participants,2024-02,1295.55,,HISTORY (SYNTHETIC),SYNTHETIC
R318,participants:P6,Community Events participants,participants,2024-03,1338.06,,HISTORY (SYNTHETIC),SYNTHETIC
R319,participants:P6,Community Events participants,participants,2024-04,1346.19,,HISTORY (SYNTHETIC),SYNTHETIC
R320,participants:P6,Community Events participants,participants,2024-05,1367.75,,HISTORY (SYNTHETIC),SYNTHETIC
R321,participants:P6,Community Events participants,participants,2024-06,1336.79,,HISTORY (SYNTHETIC),SYNTHETIC
R322,participants:P6,Community Events participants,participants,2024-07,1345.03,,HISTORY (SYNTHETIC),SYNTHETIC
R323,participants:P6,Community Events participants,participants,2024-08,1404.48,,HISTORY (SYNTHETIC),SYNTHETIC
R324,participants:P6,Community Events participants,participants,2024-09,1438.77,,HISTORY (SYNTHETIC),SYNTHETIC
R325,participants:P6,Community Events participants,participants,2024-10,1429.05,,HISTORY (SYNTHETIC),SYNTHETIC
R326,participants:P6,Community Events participants,participants,2024-11,1282.06,,HISTORY (SYNTHETIC),SYNTHETIC
R327,participants:P6,Community Events participants,participants,2024-12,1329.81,,HISTORY (SYNTHETIC),SYNTHETIC
R328,participants:P6,Community Events participants,participants,2025-01,1488.44,,HISTORY (SYNTHETIC),SYNTHETIC
R329,participants:P6,Community Events participants,participants,2025-02,1406.01,,HISTORY (SYNTHETIC),SYNTHETIC
R330,participants:P6,Community Events participants,participants,2025-03,1418.23,,HISTORY (SYNTHETIC),SYNTHETIC
R331,participants:P6,Community Events participants,participants,2025-04,1361.61,,HISTORY (SYNTHETIC),SYNTHETIC
R332,participants:P6,Community Events participants,participants,2025-05,1375.76,,HISTORY (SYNTHETIC),SYNTHETIC
R333,participants:P6,Community Events participants,participants,2025-06,1413.02,,HISTORY (SYNTHETIC),SYNTHETIC
R334,participants:P6,Community Events participants,participants,2025-07,1393.19,,HISTORY (SYNTHETIC),SYNTHETIC
R335,participants:P6,Community Events participants,participants,2025-08,1453.75,,HISTORY (SYNTHETIC),SYNTHETIC
R336,participants:P6,Community Events participants,participants,2025-09,1543.05,,HISTORY (SYNTHETIC),SYNTHETIC
R337,participants:P6,Community Events participants,participants,2025-10,1374.64,,HISTORY (SYNTHETIC),SYNTHETIC
R338,participants:P6,Community Events participants,participants,2025-11,1448.53,,HISTORY (SYNTHETIC),SYNTHETIC
R339,participants:P6,Community Events participants,participants,2025-12,1505.98,,HISTORY (SYNTHETIC),SYNTHETIC
R340,participants:P6,Community Events participants,participants,2026-01,1574.99,,HISTORY (SYNTHETIC),SYNTHETIC
R341,participants:P6,Community Events participants,participants,2026-02,1430.08,,HISTORY (SYNTHETIC),SYNTHETIC
R342,participants:P6,Community Events participants,participants,2026-03,1475.9,,HISTORY (SYNTHETIC),SYNTHETIC
R343,participants:P6,Community Events participants,participants,2026-04,1509.6,,HISTORY (SYNTHETIC),SYNTHETIC
R344,participants:P6,Community Events participants,participants,2026-05,1561.17,,HISTORY (SYNTHETIC),SYNTHETIC
R345,participants:P6,Community Events participants,participants,2026-06,1492.08,,HISTORY (SYNTHETIC),SYNTHETIC
R346,participants:P6,Community Events participants,participants,2026-07,1575.87,,HISTORY (SYNTHETIC),SYNTHETIC
R347,participants:P6,Community Events participants,participants,2026-08,1478.71,,HISTORY (SYNTHETIC),SYNTHETIC
R348,participants:P6,Community Events participants,participants,2026-09,1566.0,,HISTORY (SYNTHETIC),SYNTHETIC
R349,participants:P6,Community Events participants,participants,2026-10,,1492.52,MODEL ESTIMATE,MODEL ESTIMATE
R350,participants:P6,Community Events participants,participants,2026-11,,1522.04,MODEL ESTIMATE,MODEL ESTIMATE
R351,participants:P6,Community Events participants,participants,2026-12,,1528.23,MODEL ESTIMATE,MODEL ESTIMATE
R352,participants:P6,Community Events participants,participants,2027-01,,1642.99,MODEL ESTIMATE,MODEL ESTIMATE
R353,participants:P6,Community Events participants,participants,2027-02,,1535.97,MODEL ESTIMATE,MODEL ESTIMATE
R354,participants:P6,Community Events participants,participants,2027-03,,1566.12,MODEL ESTIMATE,MODEL ESTIMATE
R355,participants:P6,Community Events participants,participants,2027-04,,1551.46,MODEL ESTIMATE,MODEL ESTIMATE
R356,participants:P6,Community Events participants,participants,2027-05,,1584.55,MODEL ESTIMATE,MODEL ESTIMATE
R357,participants:P6,Community Events participants,participants,2027-06,,1563.73,MODEL ESTIMATE,MODEL ESTIMATE
R358,participants:P6,Community Events participants,participants,2027-07,,1581.12,MODEL ESTIMATE,MODEL ESTIMATE
R359,participants:P6,Community Events participants,participants,2027-08,,1582.7,MODEL ESTIMATE,MODEL ESTIMATE
R360,participants:P6,Community Events participants,participants,2027-09,,1664.34,MODEL ESTIMATE,MODEL ESTIMATE
R361,participants:P7,Family Services participants,participants,2022-10,151.16,,HISTORY (SYNTHETIC),SYNTHETIC
R362,participants:P7,Family Services participants,participants,2022-11,152.15,,HISTORY (SYNTHETIC),SYNTHETIC
R363,participants:P7,Family Services participants,participants,2022-12,148.02,,HISTORY (SYNTHETIC),SYNTHETIC
R364,participants:P7,Family Services participants,participants,2023-01,165.52,,HISTORY (SYNTHETIC),SYNTHETIC
R365,participants:P7,Family Services participants,participants,2023-02,148.95,,HISTORY (SYNTHETIC),SYNTHETIC
R366,participants:P7,Family Services participants,participants,2023-03,151.88,,HISTORY (SYNTHETIC),SYNTHETIC
R367,participants:P7,Family Services participants,participants,2023-04,150.39,,HISTORY (SYNTHETIC),SYNTHETIC
R368,participants:P7,Family Services participants,participants,2023-05,150.16,,HISTORY (SYNTHETIC),SYNTHETIC
R369,participants:P7,Family Services participants,participants,2023-06,150.61,,HISTORY (SYNTHETIC),SYNTHETIC
R370,participants:P7,Family Services participants,participants,2023-07,151.57,,HISTORY (SYNTHETIC),SYNTHETIC
R371,participants:P7,Family Services participants,participants,2023-08,154.79,,HISTORY (SYNTHETIC),SYNTHETIC
R372,participants:P7,Family Services participants,participants,2023-09,166.09,,HISTORY (SYNTHETIC),SYNTHETIC
R373,participants:P7,Family Services participants,participants,2023-10,162.52,,HISTORY (SYNTHETIC),SYNTHETIC
R374,participants:P7,Family Services participants,participants,2023-11,163.41,,HISTORY (SYNTHETIC),SYNTHETIC
R375,participants:P7,Family Services participants,participants,2023-12,156.9,,HISTORY (SYNTHETIC),SYNTHETIC
R376,participants:P7,Family Services participants,participants,2024-01,160.21,,HISTORY (SYNTHETIC),SYNTHETIC
R377,participants:P7,Family Services participants,participants,2024-02,163.13,,HISTORY (SYNTHETIC),SYNTHETIC
R378,participants:P7,Family Services participants,participants,2024-03,155.92,,HISTORY (SYNTHETIC),SYNTHETIC
R379,participants:P7,Family Services participants,participants,2024-04,164.78,,HISTORY (SYNTHETIC),SYNTHETIC
R380,participants:P7,Family Services participants,participants,2024-05,158.55,,HISTORY (SYNTHETIC),SYNTHETIC
R381,participants:P7,Family Services participants,participants,2024-06,163.41,,HISTORY (SYNTHETIC),SYNTHETIC
R382,participants:P7,Family Services participants,participants,2024-07,156.12,,HISTORY (SYNTHETIC),SYNTHETIC
R383,participants:P7,Family Services participants,participants,2024-08,154.29,,HISTORY (SYNTHETIC),SYNTHETIC
R384,participants:P7,Family Services participants,participants,2024-09,174.08,,HISTORY (SYNTHETIC),SYNTHETIC
R385,participants:P7,Family Services participants,participants,2024-10,158.89,,HISTORY (SYNTHETIC),SYNTHETIC
R386,participants:P7,Family Services participants,participants,2024-11,159.46,,HISTORY (SYNTHETIC),SYNTHETIC
R387,participants:P7,Family Services participants,participants,2024-12,160.98,,HISTORY (SYNTHETIC),SYNTHETIC
R388,participants:P7,Family Services participants,participants,2025-01,173.33,,HISTORY (SYNTHETIC),SYNTHETIC
R389,participants:P7,Family Services participants,participants,2025-02,170.29,,HISTORY (SYNTHETIC),SYNTHETIC
R390,participants:P7,Family Services participants,participants,2025-03,168.68,,HISTORY (SYNTHETIC),SYNTHETIC
R391,participants:P7,Family Services participants,participants,2025-04,168.31,,HISTORY (SYNTHETIC),SYNTHETIC
R392,participants:P7,Family Services participants,participants,2025-05,166.8,,HISTORY (SYNTHETIC),SYNTHETIC
R393,participants:P7,Family Services participants,participants,2025-06,171.78,,HISTORY (SYNTHETIC),SYNTHETIC
R394,participants:P7,Family Services participants,participants,2025-07,171.43,,HISTORY (SYNTHETIC),SYNTHETIC
R395,participants:P7,Family Services participants,participants,2025-08,175.93,,HISTORY (SYNTHETIC),SYNTHETIC
R396,participants:P7,Family Services participants,participants,2025-09,189.22,,HISTORY (SYNTHETIC),SYNTHETIC
R397,participants:P7,Family Services participants,participants,2025-10,162.11,,HISTORY (SYNTHETIC),SYNTHETIC
R398,participants:P7,Family Services participants,participants,2025-11,168.92,,HISTORY (SYNTHETIC),SYNTHETIC
R399,participants:P7,Family Services participants,participants,2025-12,172.79,,HISTORY (SYNTHETIC),SYNTHETIC
R400,participants:P7,Family Services participants,participants,2026-01,189.55,,HISTORY (SYNTHETIC),SYNTHETIC
R401,participants:P7,Family Services participants,participants,2026-02,173.61,,HISTORY (SYNTHETIC),SYNTHETIC
R402,participants:P7,Family Services participants,participants,2026-03,165.92,,HISTORY (SYNTHETIC),SYNTHETIC
R403,participants:P7,Family Services participants,participants,2026-04,179.54,,HISTORY (SYNTHETIC),SYNTHETIC
R404,participants:P7,Family Services participants,participants,2026-05,174.87,,HISTORY (SYNTHETIC),SYNTHETIC
R405,participants:P7,Family Services participants,participants,2026-06,170.94,,HISTORY (SYNTHETIC),SYNTHETIC
R406,participants:P7,Family Services participants,participants,2026-07,177.22,,HISTORY (SYNTHETIC),SYNTHETIC
R407,participants:P7,Family Services participants,participants,2026-08,175.28,,HISTORY (SYNTHETIC),SYNTHETIC
R408,participants:P7,Family Services participants,participants,2026-09,186.98,,HISTORY (SYNTHETIC),SYNTHETIC
R409,participants:P7,Family Services participants,participants,2026-10,,176.82,MODEL ESTIMATE,MODEL ESTIMATE
R410,participants:P7,Family Services participants,participants,2026-11,,179.13,MODEL ESTIMATE,MODEL ESTIMATE
R411,participants:P7,Family Services participants,participants,2026-12,,177.82,MODEL ESTIMATE,MODEL ESTIMATE
R412,participants:P7,Family Services participants,participants,2027-01,,190.3,MODEL ESTIMATE,MODEL ESTIMATE
R413,participants:P7,Family Services participants,participants,2027-02,,182.14,MODEL ESTIMATE,MODEL ESTIMATE
R414,participants:P7,Family Services participants,participants,2027-03,,178.75,MODEL ESTIMATE,MODEL ESTIMATE
R415,participants:P7,Family Services participants,participants,2027-04,,183.9,MODEL ESTIMATE,MODEL ESTIMATE
R416,participants:P7,Family Services participants,participants,2027-05,,180.74,MODEL ESTIMATE,MODEL ESTIMATE
R417,participants:P7,Family Services participants,participants,2027-06,,182.33,MODEL ESTIMATE,MODEL ESTIMATE
R418,participants:P7,Family Services participants,participants,2027-07,,182.23,MODEL ESTIMATE,MODEL ESTIMATE
R419,participants:P7,Family Services participants,participants,2027-08,,183.22,MODEL ESTIMATE,MODEL ESTIMATE
R420,participants:P7,Family Services participants,participants,2027-09,,197.24,MODEL ESTIMATE,MODEL ESTIMATE
R421,participants:P8,Adult Education participants,participants,2022-10,72.43,,HISTORY (SYNTHETIC),SYNTHETIC
R422,participants:P8,Adult Education participants,participants,2022-11,71.27,,HISTORY (SYNTHETIC),SYNTHETIC
R423,participants:P8,Adult Education participants,participants,2022-12,72.52,,HISTORY (SYNTHETIC),SYNTHETIC
R424,participants:P8,Adult Education participants,participants,2023-01,81.78,,HISTORY (SYNTHETIC),SYNTHETIC
R425,participants:P8,Adult Education participants,participants,2023-02,74.92,,HISTORY (SYNTHETIC),SYNTHETIC
R426,participants:P8,Adult Education participants,participants,2023-03,76.29,,HISTORY (SYNTHETIC),SYNTHETIC
R427,participants:P8,Adult Education participants,participants,2023-04,75.03,,HISTORY (SYNTHETIC),SYNTHETIC
R428,participants:P8,Adult Education participants,participants,2023-05,70.69,,HISTORY (SYNTHETIC),SYNTHETIC
R429,participants:P8,Adult Education participants,participants,2023-06,76.09,,HISTORY (SYNTHETIC),SYNTHETIC
R430,participants:P8,Adult Education participants,participants,2023-07,76.4,,HISTORY (SYNTHETIC),SYNTHETIC
R431,participants:P8,Adult Education participants,participants,2023-08,76.13,,HISTORY (SYNTHETIC),SYNTHETIC
R432,participants:P8,Adult Education participants,participants,2023-09,80.82,,HISTORY (SYNTHETIC),SYNTHETIC
R433,participants:P8,Adult Education participants,participants,2023-10,81.31,,HISTORY (SYNTHETIC),SYNTHETIC
R434,participants:P8,Adult Education participants,participants,2023-11,82.95,,HISTORY (SYNTHETIC),SYNTHETIC
R435,participants:P8,Adult Education participants,participants,2023-12,83.43,,HISTORY (SYNTHETIC),SYNTHETIC
R436,participants:P8,Adult Education participants,participants,2024-01,90.08,,HISTORY (SYNTHETIC),SYNTHETIC
R437,participants:P8,Adult Education participants,participants,2024-02,79.08,,HISTORY (SYNTHETIC),SYNTHETIC
R438,participants:P8,Adult Education participants,participants,2024-03,79.79,,HISTORY (SYNTHETIC),SYNTHETIC
R439,participants:P8,Adult Education participants,participants,2024-04,80.71,,HISTORY (SYNTHETIC),SYNTHETIC
R440,participants:P8,Adult Education participants,participants,2024-05,81.78,,HISTORY (SYNTHETIC),SYNTHETIC
R441,participants:P8,Adult Education participants,participants,2024-06,82.01,,HISTORY (SYNTHETIC),SYNTHETIC
R442,participants:P8,Adult Education participants,participants,2024-07,84.55,,HISTORY (SYNTHETIC),SYNTHETIC
R443,participants:P8,Adult Education participants,participants,2024-08,78.64,,HISTORY (SYNTHETIC),SYNTHETIC
R444,participants:P8,Adult Education participants,participants,2024-09,88.47,,HISTORY (SYNTHETIC),SYNTHETIC
R445,participants:P8,Adult Education participants,participants,2024-10,80.09,,HISTORY (SYNTHETIC),SYNTHETIC
R446,participants:P8,Adult Education participants,participants,2024-11,82.22,,HISTORY (SYNTHETIC),SYNTHETIC
R447,participants:P8,Adult Education participants,participants,2024-12,85.07,,HISTORY (SYNTHETIC),SYNTHETIC
R448,participants:P8,Adult Education participants,participants,2025-01,88.31,,HISTORY (SYNTHETIC),SYNTHETIC
R449,participants:P8,Adult Education participants,participants,2025-02,83.22,,HISTORY (SYNTHETIC),SYNTHETIC
R450,participants:P8,Adult Education participants,participants,2025-03,82.82,,HISTORY (SYNTHETIC),SYNTHETIC
R451,participants:P8,Adult Education participants,participants,2025-04,84.34,,HISTORY (SYNTHETIC),SYNTHETIC
R452,participants:P8,Adult Education participants,participants,2025-05,83.67,,HISTORY (SYNTHETIC),SYNTHETIC
R453,participants:P8,Adult Education participants,participants,2025-06,85.61,,HISTORY (SYNTHETIC),SYNTHETIC
R454,participants:P8,Adult Education participants,participants,2025-07,85.83,,HISTORY (SYNTHETIC),SYNTHETIC
R455,participants:P8,Adult Education participants,participants,2025-08,80.39,,HISTORY (SYNTHETIC),SYNTHETIC
R456,participants:P8,Adult Education participants,participants,2025-09,92.39,,HISTORY (SYNTHETIC),SYNTHETIC
R457,participants:P8,Adult Education participants,participants,2025-10,86.16,,HISTORY (SYNTHETIC),SYNTHETIC
R458,participants:P8,Adult Education participants,participants,2025-11,91.46,,HISTORY (SYNTHETIC),SYNTHETIC
R459,participants:P8,Adult Education participants,participants,2025-12,83.76,,HISTORY (SYNTHETIC),SYNTHETIC
R460,participants:P8,Adult Education participants,participants,2026-01,88.07,,HISTORY (SYNTHETIC),SYNTHETIC
R461,participants:P8,Adult Education participants,participants,2026-02,86.2,,HISTORY (SYNTHETIC),SYNTHETIC
R462,participants:P8,Adult Education participants,participants,2026-03,87.16,,HISTORY (SYNTHETIC),SYNTHETIC
R463,participants:P8,Adult Education participants,participants,2026-04,90.09,,HISTORY (SYNTHETIC),SYNTHETIC
R464,participants:P8,Adult Education participants,participants,2026-05,89.19,,HISTORY (SYNTHETIC),SYNTHETIC
R465,participants:P8,Adult Education participants,participants,2026-06,84.91,,HISTORY (SYNTHETIC),SYNTHETIC
R466,participants:P8,Adult Education participants,participants,2026-07,89.04,,HISTORY (SYNTHETIC),SYNTHETIC
R467,participants:P8,Adult Education participants,participants,2026-08,88.58,,HISTORY (SYNTHETIC),SYNTHETIC
R468,participants:P8,Adult Education participants,participants,2026-09,88.84,,HISTORY (SYNTHETIC),SYNTHETIC
R469,participants:P8,Adult Education participants,participants,2026-10,,89.76,MODEL ESTIMATE,MODEL ESTIMATE
R470,participants:P8,Adult Education participants,participants,2026-11,,91.73,MODEL ESTIMATE,MODEL ESTIMATE
R471,participants:P8,Adult Education participants,participants,2026-12,,90.95,MODEL ESTIMATE,MODEL ESTIMATE
R472,participants:P8,Adult Education participants,participants,2027-01,,96.82,MODEL ESTIMATE,MODEL ESTIMATE
R473,participants:P8,Adult Education participants,participants,2027-02,,90.61,MODEL ESTIMATE,MODEL ESTIMATE
R474,participants:P8,Adult Education participants,participants,2027-03,,91.27,MODEL ESTIMATE,MODEL ESTIMATE
R475,participants:P8,Adult Education participants,participants,2027-04,,92.3,MODEL ESTIMATE,MODEL ESTIMATE
R476,participants:P8,Adult Education participants,participants,2027-05,,91.09,MODEL ESTIMATE,MODEL ESTIMATE
R477,participants:P8,Adult Education participants,participants,2027-06,,91.91,MODEL ESTIMATE,MODEL ESTIMATE
R478,participants:P8,Adult Education participants,participants,2027-07,,93.71,MODEL ESTIMATE,MODEL ESTIMATE
R479,participants:P8,Adult Education participants,participants,2027-08,,90.69,MODEL ESTIMATE,MODEL ESTIMATE
R480,participants:P8,Adult Education participants,participants,2027-09,,97.39,MODEL ESTIMATE,MODEL ESTIMATE
R481,cost:P1,Early Childhood Education monthly cost,cost,2022-10,89381.54,,HISTORY (SYNTHETIC),SYNTHETIC
R482,cost:P1,Early Childhood Education monthly cost,cost,2022-11,88915.08,,HISTORY (SYNTHETIC),SYNTHETIC
R483,cost:P1,Early Childhood Education monthly cost,cost,2022-12,90034.88,,HISTORY (SYNTHETIC),SYNTHETIC
R484,cost:P1,Early Childhood Education monthly cost,cost,2023-01,87397.91,,HISTORY (SYNTHETIC),SYNTHETIC
R485,cost:P1,Early Childhood Education monthly cost,cost,2023-02,88560.02,,HISTORY (SYNTHETIC),SYNTHETIC
R486,cost:P1,Early Childhood Education monthly cost,cost,2023-03,91894.45,,HISTORY (SYNTHETIC),SYNTHETIC
R487,cost:P1,Early Childhood Education monthly cost,cost,2023-04,90494.18,,HISTORY (SYNTHETIC),SYNTHETIC
R488,cost:P1,Early Childhood Education monthly cost,cost,2023-05,92435.69,,HISTORY (SYNTHETIC),SYNTHETIC
R489,cost:P1,Early Childhood Education monthly cost,cost,2023-06,91396.97,,HISTORY (SYNTHETIC),SYNTHETIC
R490,cost:P1,Early Childhood Education monthly cost,cost,2023-07,93961.57,,HISTORY (SYNTHETIC),SYNTHETIC
R491,cost:P1,Early Childhood Education monthly cost,cost,2023-08,89827.06,,HISTORY (SYNTHETIC),SYNTHETIC
R492,cost:P1,Early Childhood Education monthly cost,cost,2023-09,92041.9,,HISTORY (SYNTHETIC),SYNTHETIC
R493,cost:P1,Early Childhood Education monthly cost,cost,2023-10,90684.03,,HISTORY (SYNTHETIC),SYNTHETIC
R494,cost:P1,Early Childhood Education monthly cost,cost,2023-11,92065.76,,HISTORY (SYNTHETIC),SYNTHETIC
R495,cost:P1,Early Childhood Education monthly cost,cost,2023-12,93957.87,,HISTORY (SYNTHETIC),SYNTHETIC
R496,cost:P1,Early Childhood Education monthly cost,cost,2024-01,94612.89,,HISTORY (SYNTHETIC),SYNTHETIC
R497,cost:P1,Early Childhood Education monthly cost,cost,2024-02,93164.52,,HISTORY (SYNTHETIC),SYNTHETIC
R498,cost:P1,Early Childhood Education monthly cost,cost,2024-03,94343.67,,HISTORY (SYNTHETIC),SYNTHETIC
R499,cost:P1,Early Childhood Education monthly cost,cost,2024-04,90839.79,,HISTORY (SYNTHETIC),SYNTHETIC
