series_id,month,value,value_class,source_reference
cost:P4,2023-07,74834.84,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P4,2023-08,74253.81,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P4,2023-09,71494.2,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P4,2023-10,72352.45,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P4,2023-11,74844.73,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P4,2023-12,71614.9,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P4,2024-01,74944.58,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P4,2024-02,73948.02,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P4,2024-03,72541.61,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P4,2024-04,73178.92,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P4,2024-05,75458.89,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P4,2024-06,72868.79,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P4,2024-07,75763.68,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P4,2024-08,75869.89,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P4,2024-09,75452.59,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P4,2024-10,76278.98,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P4,2024-11,76562.28,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P4,2024-12,75769.25,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P4,2025-01,74752.91,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P4,2025-02,78201.6,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P4,2025-03,76470.54,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P4,2025-04,76162.73,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P4,2025-05,73973.08,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P4,2025-06,76822.05,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P4,2025-07,77297.38,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P4,2025-08,77289.56,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P4,2025-09,75035.26,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P4,2025-10,73680.27,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P4,2025-11,76122.13,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P4,2025-12,77114.08,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P4,2026-01,77365.34,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P4,2026-02,73143.33,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P4,2026-03,79999.09,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P4,2026-04,79890.15,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P4,2026-05,79309.68,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P4,2026-06,78565.78,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P4,2026-07,77700.19,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P4,2026-08,79996.47,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P4,2026-09,80827.98,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P5,2022-10,248.8,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P5,2022-11,243.36,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P5,2022-12,239.34,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P5,2023-01,263.61,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P5,2023-02,244.31,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P5,2023-03,260.84,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P5,2023-04,253.31,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P5,2023-05,245.57,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P5,2023-06,248.87,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P5,2023-07,258.2,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P5,2023-08,257.36,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P5,2023-09,256.53,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P5,2023-10,267.45,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P5,2023-11,246.91,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P5,2023-12,255.18,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P5,2024-01,288.8,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P5,2024-02,254.75,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P5,2024-03,275.67,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P5,2024-04,261.37,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P5,2024-05,261.98,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P5,2024-06,272.26,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P5,2024-07,285.92,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P5,2024-08,267.69,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P5,2024-09,294.48,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P5,2024-10,252.13,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P5,2024-11,276.72,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P5,2024-12,267.68,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P5,2025-01,303.36,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P5,2025-02,267.63,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P5,2025-03,278.87,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P5,2025-04,278.22,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P5,2025-05,294.62,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P5,2025-06,279.1,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P5,2025-07,273.99,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P5,2025-08,281.67,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P5,2025-09,302.09,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P5,2025-10,286.6,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P5,2025-11,289.37,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P5,2025-12,304.4,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P5,2026-01,296.4,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P5,2026-02,301.86,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P5,2026-03,290.24,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P5,2026-04,284.23,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P5,2026-05,283.07,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P5,2026-06,293.73,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P5,2026-07,313.95,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P5,2026-08,297.19,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P5,2026-09,343.12,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P5,2022-10,31006.14,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P5,2022-11,31259.74,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P5,2022-12,30966.63,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P5,2023-01,32189.09,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P5,2023-02,31440.16,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P5,2023-03,30685.5,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P5,2023-04,32581.01,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P5,2023-05,31916.93,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P5,2023-06,31781.98,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P5,2023-07,31901.83,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P5,2023-08,31607.58,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P5,2023-09,32765.68,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P5,2023-10,32489.72,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P5,2023-11,31492.27,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P5,2023-12,33355.9,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P5,2024-01,32567.89,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P5,2024-02,33634.43,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P5,2024-03,32238.29,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P5,2024-04,32947.67,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P5,2024-05,32909.06,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P5,2024-06,33088.53,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P5,2024-07,33131.42,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P5,2024-08,32973.48,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P5,2024-09,32998.13,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P5,2024-10,33781.38,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P5,2024-11,32292.55,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P5,2024-12,32485.03,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P5,2025-01,34130.2,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P5,2025-02,34268.42,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P5,2025-03,33977.22,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P5,2025-04,34774.26,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P5,2025-05,34839.14,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P5,2025-06,33977.65,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P5,2025-07,34283.93,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P5,2025-08,34069.15,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P5,2025-09,35041.75,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P5,2025-10,34842.97,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P5,2025-11,34630.62,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P5,2025-12,33847.11,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P5,2026-01,34167.36,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P5,2026-02,34687.23,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P5,2026-03,34719.45,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P5,2026-04,34597.21,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P5,2026-05,35637.87,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P5,2026-06,34144.33,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P5,2026-07,34254.71,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P5,2026-08,35863.32,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P5,2026-09,34835.31,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P6,2022-10,1169.88,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P6,2022-11,1276.09,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P6,2022-12,1260.28,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P6,2023-01,1363.77,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P6,2023-02,1260.5,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P6,2023-03,1280.56,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P6,2023-04,1236.7,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P6,2023-05,1281.8,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P6,2023-06,1261.31,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P6,2023-07,1258.67,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P6,2023-08,1242.15,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P6,2023-09,1357.82,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P6,2023-10,1244.8,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P6,2023-11,1329.75,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P6,2023-12,1265.12,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P6,2024-01,1393.05,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P6,2024-02,1295.55,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P6,2024-03,1338.06,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P6,2024-04,1346.19,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P6,2024-05,1367.75,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P6,2024-06,1336.79,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P6,2024-07,1345.03,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P6,2024-08,1404.48,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P6,2024-09,1438.77,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P6,2024-10,1429.05,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P6,2024-11,1282.06,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P6,2024-12,1329.81,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P6,2025-01,1488.44,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P6,2025-02,1406.01,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P6,2025-03,1418.23,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P6,2025-04,1361.61,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P6,2025-05,1375.76,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P6,2025-06,1413.02,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P6,2025-07,1393.19,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P6,2025-08,1453.75,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P6,2025-09,1543.05,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P6,2025-10,1374.64,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P6,2025-11,1448.53,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P6,2025-12,1505.98,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P6,2026-01,1574.99,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P6,2026-02,1430.08,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P6,2026-03,1475.9,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P6,2026-04,1509.6,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P6,2026-05,1561.17,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P6,2026-06,1492.08,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P6,2026-07,1575.87,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P6,2026-08,1478.71,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P6,2026-09,1566.0,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P6,2022-10,28953.51,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P6,2022-11,28452.8,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P6,2022-12,30083.15,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P6,2023-01,28214.82,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P6,2023-02,29080.5,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P6,2023-03,28036.17,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P6,2023-04,29255.8,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P6,2023-05,30202.12,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P6,2023-06,29266.23,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P6,2023-07,30192.34,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P6,2023-08,28949.31,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P6,2023-09,29987.6,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P6,2023-10,28834.26,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P6,2023-11,29198.83,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P6,2023-12,29652.62,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P6,2024-01,29163.2,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P6,2024-02,29355.27,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P6,2024-03,29855.07,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P6,2024-04,30998.91,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P6,2024-05,29503.49,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P6,2024-06,29778.95,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P6,2024-07,30261.91,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P6,2024-08,28956.87,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P6,2024-09,31028.43,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P6,2024-10,30718.94,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P6,2024-11,30553.83,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P6,2024-12,30129.07,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P6,2025-01,30696.47,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P6,2025-02,30141.77,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P6,2025-03,29234.69,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P6,2025-04,31397.5,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P6,2025-05,29978.17,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P6,2025-06,29995.7,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P6,2025-07,31655.85,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P6,2025-08,30493.77,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P6,2025-09,30308.4,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P6,2025-10,31098.71,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P6,2025-11,30700.96,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P6,2025-12,30898.85,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P6,2026-01,29990.08,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P6,2026-02,31689.53,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P6,2026-03,32204.41,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P6,2026-04,31944.2,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P6,2026-05,31774.14,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P6,2026-06,31399.45,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P6,2026-07,30888.54,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P6,2026-08,32266.19,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P6,2026-09,32215.14,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P7,2022-10,151.16,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P7,2022-11,152.15,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P7,2022-12,148.02,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P7,2023-01,165.52,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P7,2023-02,148.95,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P7,2023-03,151.88,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P7,2023-04,150.39,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P7,2023-05,150.16,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P7,2023-06,150.61,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P7,2023-07,151.57,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P7,2023-08,154.79,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P7,2023-09,166.09,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P7,2023-10,162.52,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P7,2023-11,163.41,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P7,2023-12,156.9,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P7,2024-01,160.21,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P7,2024-02,163.13,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P7,2024-03,155.92,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P7,2024-04,164.78,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P7,2024-05,158.55,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P7,2024-06,163.41,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P7,2024-07,156.12,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P7,2024-08,154.29,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P7,2024-09,174.08,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P7,2024-10,158.89,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P7,2024-11,159.46,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P7,2024-12,160.98,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P7,2025-01,173.33,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P7,2025-02,170.29,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P7,2025-03,168.68,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P7,2025-04,168.31,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P7,2025-05,166.8,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P7,2025-06,171.78,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P7,2025-07,171.43,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P7,2025-08,175.93,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P7,2025-09,189.22,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P7,2025-10,162.11,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P7,2025-11,168.92,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P7,2025-12,172.79,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P7,2026-01,189.55,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P7,2026-02,173.61,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P7,2026-03,165.92,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P7,2026-04,179.54,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P7,2026-05,174.87,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P7,2026-06,170.94,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P7,2026-07,177.22,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P7,2026-08,175.28,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P7,2026-09,186.98,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P7,2022-10,45303.89,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P7,2022-11,44708.2,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P7,2022-12,47636.7,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P7,2023-01,43892.2,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P7,2023-02,47328.6,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P7,2023-03,47039.89,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P7,2023-04,46852.5,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P7,2023-05,46394.32,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P7,2023-06,48182.28,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P7,2023-07,47382.76,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P7,2023-08,47212.81,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P7,2023-09,46463.66,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P7,2023-10,49068.04,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P7,2023-11,46973.82,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P7,2023-12,45509.46,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P7,2024-01,48586.71,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P7,2024-02,46747.04,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P7,2024-03,48046.21,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P7,2024-04,48342.73,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P7,2024-05,46637.91,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P7,2024-06,46107.73,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P7,2024-07,48718.93,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P7,2024-08,48965.12,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P7,2024-09,49066.09,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P7,2024-10,48174.02,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P7,2024-11,48862.78,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P7,2024-12,49183.41,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P7,2025-01,47268.13,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P7,2025-02,48481.12,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P7,2025-03,48444.58,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P7,2025-04,49516.95,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P7,2025-05,47000.97,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P7,2025-06,51393.74,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P7,2025-07,50616.54,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P7,2025-08,50314.69,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P7,2025-09,50339.54,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P7,2025-10,49869.52,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P7,2025-11,50905.61,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P7,2025-12,51134.36,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P7,2026-01,50043.41,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P7,2026-02,49720.6,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P7,2026-03,48899.23,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P7,2026-04,52029.31,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P7,2026-05,49128.8,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P7,2026-06,53054.35,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P7,2026-07,47941.71,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P7,2026-08,50825.18,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P7,2026-09,51129.58,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P8,2022-10,72.43,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P8,2022-11,71.27,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P8,2022-12,72.52,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P8,2023-01,81.78,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P8,2023-02,74.92,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P8,2023-03,76.29,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P8,2023-04,75.03,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P8,2023-05,70.69,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P8,2023-06,76.09,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P8,2023-07,76.4,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P8,2023-08,76.13,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P8,2023-09,80.82,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P8,2023-10,81.31,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P8,2023-11,82.95,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P8,2023-12,83.43,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P8,2024-01,90.08,SYNTHETIC,financials/nfp_ml.py seed 777
